Name,Critic_Score,Critic_Count,User_Score,User_Count
Dave Mirra Freestyle BMX 2,78.0,15.0,7.7,10.0
One Piece: Unlimited World Red,71.0,28.0,7.3,46.0
True Crime: New York City,60.0,43.0,7.8,17.0
Summer Heat Beach Volleyball,65.0,21.0,7.7,19.0
Avatar: The Last Airbender,56.0,15.0,5.8,8.0
Castlevania: Aria of Sorrow,91.0,29.0,9.1,127.0
Myst III: Exile,57.0,9.0,7,4.0
Shin Megami Tensei: Strange Journey,80.0,26.0,8.7,69.0
Army of Two: The Devil's Cartel,58.0,27.0,6.7,100.0
Patapon 3,74.0,41.0,7.2,35.0
Ice Age: Dawn of the Dinosaurs,75.0,12.0,8.3,6.0
Tao Feng: Fist of the Lotus,65.0,32.0,6.5,8.0
Guitar Hero: Van Halen,59.0,33.0,4.7,9.0
Dragon Ball Z: Budokai 2,66.0,9.0,5.8,12.0
Over the Hedge,71.0,17.0,6.4,9.0
Siren: Blood Curse,78.0,42.0,8.1,87.0
NHL Hitz 20-02,79.0,20.0,8.7,11.0
GRID 2,78.0,51.0,5.8,156.0
Evil Dead: Hail to the King,51.0,8.0,6,7.0
Need for Speed: The Run,64.0,6.0,3.6,21.0
Dave Mirra Freestyle BMX: Maximum Remix,67.0,11.0,8.1,7.0
The Evil Within,68.0,18.0,5.9,721.0
Rock Revolution,38.0,28.0,5.1,17.0
Dead Rising 2: Off the Record,72.0,48.0,7.5,60.0
WWII Aces,41.0,7.0,5.4,18.0
Athens 2004,61.0,57.0,7.2,13.0
Pro Race Driver,81.0,22.0,8.5,20.0
Baten Kaitos: Eternal Wings and the Lost Ocean,80.0,48.0,9,59.0
Iron Man 2,41.0,35.0,5.9,54.0
Rocky: Legends,65.0,24.0,8.6,12.0
The Warriors,81.0,36.0,7.8,21.0
RalliSport Challenge 2,87.0,69.0,9.1,33.0
Pac-Pix,71.0,41.0,7.1,7.0
F1 Race Stars,64.0,33.0,5.7,22.0
Sing Party,60.0,21.0,5.4,18.0
NHL 07,79.0,49.0,5.3,167.0
RollerCoaster Tycoon 3,81.0,39.0,5,346.0
Ty the Tasmanian Tiger,69.0,12.0,8.7,15.0
WWE Road to WrestleMania X8,73.0,10.0,7.5,6.0
Fullmetal Alchemist 2: Curse of the Crimson Elixir,67.0,21.0,8.4,20.0
NASCAR 06: Total Team Control,79.0,25.0,5.9,7.0
BloodRayne 2,70.0,26.0,8.5,21.0
Rory McIlroy PGA Tour,60.0,26.0,4.3,77.0
The Club,76.0,63.0,6.8,43.0
NHL 2002,89.0,17.0,8.8,5.0
LEGO The Hobbit,69.0,20.0,6.8,36.0
Lightning Returns: Final Fantasy XIII,69.0,21.0,6.6,222.0
Shadow of Rome,75.0,52.0,8.3,62.0
NASCAR 2011: The Game,62.0,16.0,3.7,15.0
Harry Potter and the Order of the Phoenix,61.0,17.0,8,28.0
Transformers: Cybertron Adventures,41.0,15.0,6.5,8.0
Stuntman: Ignition,71.0,8.0,6.4,8.0
NHL 2K11,62.0,12.0,5.8,4.0
Fantastic 4,62.0,46.0,6.6,8.0
MotoGP,77.0,16.0,6,5.0
Batman: Arkham Origins Blackgate,68.0,7.0,6.8,38.0
Shadows of the Damned,77.0,56.0,8.1,124.0
R.U.S.E.,76.0,33.0,8.1,176.0
NBA Live 2004,84.0,17.0,9,4.0
Reign of Fire,56.0,16.0,7,4.0
The Sims 2: Pets,66.0,15.0,7.3,8.0
Ultimate NES Remix,69.0,16.0,7.6,32.0
Tropico 4,78.0,46.0,7.7,359.0
The BIGS,79.0,23.0,8.4,21.0
Jurassic Park: Operation Genesis,75.0,13.0,8.9,21.0
Knockout Kings 2002,78.0,20.0,7.9,7.0
InuYasha: Feudal Combat,52.0,14.0,8.3,21.0
R.U.S.E.,78.0,45.0,7,38.0
Duel Masters,66.0,20.0,8.3,6.0
MotionSports: Adrenaline,41.0,8.0,7.4,7.0
NBA 07,63.0,24.0,6.3,10.0
Call of Juarez: The Cartel,47.0,62.0,5.7,109.0
My Japanese Coach,59.0,4.0,6.7,6.0
Need for Speed: Most Wanted,45.0,4.0,6.1,22.0
Section 8,69.0,49.0,7.3,59.0
ESPN NBA Basketball,87.0,18.0,8.2,25.0
Lowrider,46.0,14.0,8.4,11.0
Family Guy: Back to the Multiverse,40.0,9.0,6.4,31.0
All-Pro Football 2K8,75.0,22.0,6.8,52.0
Fish Tycoon,46.0,9.0,7,6.0
Plants vs. Zombies,89.0,27.0,8.2,160.0
Batman: Return to Arkham,73.0,28.0,8.5,79.0
Rune: Viking Warlord,53.0,16.0,7.3,11.0
The Incredible Hulk,55.0,42.0,6.4,24.0
Panzer Dragoon Orta,90.0,41.0,8.5,64.0
America's Test Kitchen: Let's Get Cooking,87.0,4.0,5.6,9.0
Suikoden Tierkreis,76.0,24.0,7.4,37.0
Superman Returns,51.0,48.0,6.2,49.0
Shin Megami Tensei: Devil Survivor,84.0,28.0,8.8,79.0
Tearaway Unfolded,81.0,70.0,8.1,188.0
MLB SlugFest 2006,56.0,11.0,7.5,10.0
Etrian Odyssey II: Heroes of Lagaard,82.0,17.0,8.9,24.0
The Incredible Hulk,55.0,26.0,6.8,20.0
Deadly Premonition,68.0,39.0,8.2,332.0
Ford Racing 3,50.0,7.0,6.6,8.0
The Adventures of Tintin: The Game,59.0,27.0,5.7,13.0
Dragon Ball Z: Tenkaichi Tag Team,63.0,22.0,8.6,20.0
Etrian Odyssey Untold: The Millennium Girl,80.0,41.0,8.2,89.0
Final Fantasy V Advance,83.0,25.0,7.2,75.0
Star Wars: Bounty Hunter,67.0,20.0,7.6,16.0
Dynasty Warriors 7: Xtreme Legends,64.0,11.0,7.8,9.0
Naruto: Ultimate Ninja Heroes,70.0,11.0,6.6,11.0
Angry Birds Trilogy,63.0,13.0,3.5,27.0
Major League Baseball 2K9,61.0,5.0,4.5,10.0
WWE 2K17,68.0,12.0,5.5,27.0
Battlestations: Midway,73.0,55.0,7.1,40.0
Riding Spirits,59.0,14.0,9,17.0
Project CARS,81.0,16.0,5.8,135.0
MLB 09: The Show,78.0,12.0,6.9,7.0
Bust A Groove 2,66.0,8.0,8.9,35.0
Inazuma Eleven Strikers,59.0,16.0,7.9,10.0
Armored Core: Nexus,73.0,19.0,8.7,7.0
Evolution Skateboarding,44.0,14.0,6.7,9.0
Outlaw Volleyball,77.0,33.0,8.4,7.0
Batman: Vengeance,70.0,17.0,5.8,16.0
Spider-Man: Web of Shadows,67.0,44.0,7.9,34.0
Legaia 2: Duel Saga,67.0,21.0,8.4,43.0
Crash Nitro Kart,66.0,10.0,7.4,8.0
ExciteBots: Trick Racing,77.0,29.0,8.6,26.0
Oddworld: Stranger's Wrath,88.0,65.0,9.1,58.0
King of Fighters: Maximum Impact,64.0,45.0,6.9,12.0
Atelier Ayesha: The Alchemist of Dusk,70.0,17.0,6.6,120.0
Battleborn,68.0,55.0,6.8,402.0
Drakan: The Ancients' Gates,78.0,31.0,9,39.0
Resident Evil: Revelations,75.0,30.0,7.4,170.0
Tony Hawk: Shred,53.0,10.0,6.6,10.0
Tokyo Jungle,74.0,60.0,8.4,89.0
Army of Two: The Devil's Cartel,54.0,55.0,6.2,195.0
Puppeteer,80.0,75.0,8.5,236.0
Tom Clancy's Splinter Cell: Double Agent,78.0,17.0,6.5,41.0
Resident Evil: Deadly Silence,71.0,41.0,8.4,36.0
Legendary,47.0,39.0,7.1,87.0
Peter Jackson's King Kong: The Official Game of the Movie,80.0,57.0,7.5,79.0
Rayman DS,58.0,20.0,7.6,19.0
All-Star Baseball 2003,79.0,15.0,8.1,7.0
MTX Mototrax,77.0,30.0,8.1,9.0
NBA ShootOut 2004,58.0,19.0,7.8,8.0
Nancy Drew: The Mystery of the Clue Bender Society,46.0,5.0,3.6,5.0
Castlevania: Harmony of Dissonance,87.0,27.0,8.2,39.0
Formula One 2001,73.0,18.0,6,5.0
Pirates of the Caribbean: Dead Man's Chest,63.0,11.0,8.6,7.0
Baldur's Gate: Dark Alliance II,77.0,44.0,7.9,16.0
Madden NFL 2005,68.0,25.0,7.7,7.0
MVP Baseball 2004,89.0,25.0,8.5,11.0
Polarium,73.0,34.0,8.4,17.0
Super Street Fighter II: Turbo Revival,84.0,17.0,7.4,10.0
Secret Weapons Over Normandy,77.0,31.0,8.8,4.0
The Elder Scrolls IV: Oblivion,94.0,54.0,8.1,2454.0
Metroid Prime Pinball,79.0,51.0,7.9,32.0
Teen Titans,56.0,12.0,8.6,17.0
Bomberman Generation,81.0,19.0,8.5,15.0
Sega Rally Revo,74.0,14.0,7.2,9.0
Surfing H3O,46.0,15.0,4.6,8.0
NASCAR 09,69.0,32.0,7.8,15.0
NASCAR 09,65.0,22.0,7.5,10.0
Game of Thrones,52.0,35.0,5.2,126.0
Silent Hunter 5: Battle of the Atlantic,62.0,26.0,3.5,104.0
Amped 2,80.0,34.0,7.7,20.0
Final Fantasy Crystal Chronicles: Echoes of Time,64.0,29.0,5.6,11.0
NHL 08,86.0,23.0,6.9,23.0
The Legend of Legacy,67.0,31.0,7.1,54.0
Juiced 2: Hot Import Nights,71.0,10.0,6.4,5.0
WipEout XL,93.0,8.0,8.7,20.0
LEGO Star Wars III: The Clone Wars,76.0,14.0,7.5,44.0
The Powerpuff Girls: Chemical X-Traction,30.0,6.0,6.3,4.0
Dead or Alive Xtreme 2,53.0,46.0,6.7,42.0
PlayStation VR Worlds,59.0,48.0,7.1,73.0
Hunted: The Demon's Forge,57.0,34.0,6.2,70.0
Men of Valor,73.0,47.0,8,8.0
Medal of Honor European Assault,71.0,22.0,7.9,14.0
Billy Hatcher and the Giant Egg,71.0,37.0,8.7,31.0
NHL 08,85.0,44.0,8.2,44.0
WipEout Fusion,83.0,21.0,8.5,43.0
Prison Break: The Conspiracy,42.0,33.0,3.8,20.0
NHL 06,79.0,35.0,8.4,18.0
Anno 2205,72.0,45.0,5.9,278.0
Ultimate Fighting Championship,53.0,6.0,7.4,16.0
XIII,74.0,38.0,8.3,15.0
Up,65.0,5.0,6.5,4.0
Michael Jackson: The Experience,64.0,5.0,6.6,5.0
MotoGP '07,78.0,20.0,7.3,11.0
Cars,65.0,16.0,6.1,8.0
Hatsune Miku: Project Diva F 2nd,78.0,15.0,8.6,49.0
Need for Speed Rivals,76.0,16.0,3.3,546.0
The Mummy: Tomb of the Dragon Emperor,38.0,7.0,6.8,6.0
Def Jam Vendetta,81.0,22.0,8.5,8.0
The Sims 2,75.0,31.0,7.1,8.0
Spider-Man: Web of Shadows,63.0,20.0,6.9,13.0
The Bureau: XCOM Declassified,69.0,22.0,6.7,79.0
World Series Baseball 2K3,87.0,21.0,8.7,19.0
Tony Hawk's Proving Ground,57.0,8.0,6.2,19.0
Indiana Jones and the Staff of Kings,63.0,10.0,7.8,17.0
The Outfit,70.0,52.0,7.5,48.0
Don King Presents: Prizefighter,56.0,45.0,6.4,29.0
Devil Kings,64.0,27.0,7.4,12.0
Bolt,57.0,18.0,7.1,7.0
Spider-Man: Edge of Time,57.0,50.0,6.8,33.0
L.A. Noire: The Complete Edition,83.0,28.0,7.9,903.0
Dynasty Warriors 6,43.0,7.0,5.4,14.0
America's Army: Rise of a Soldier,70.0,19.0,7.4,21.0
Grandia,89.0,14.0,6.6,77.0
Pirates of the Caribbean: The Legend of Jack Sparrow,51.0,32.0,7.5,13.0
"Ed, Edd n Eddy: The Mis-Edventures",55.0,4.0,7.9,10.0
Armored Core 4,65.0,31.0,7.2,31.0
SBK Superbike World Championship,59.0,7.0,6.1,8.0
Indiana Jones and the Staff of Kings,50.0,5.0,6.8,11.0
X-Men Origins: Wolverine,53.0,8.0,6.1,10.0
Disgaea 2: Dark Hero Days,83.0,33.0,7.1,47.0
Major League Baseball 2K7,74.0,19.0,4.7,7.0
Final Fantasy XI: Chains of Promathia,77.0,13.0,8,10.0
The Chronicles of Riddick: Assault on Dark Athena,80.0,45.0,7.7,40.0
X-Men Legends II: Rise of Apocalypse,82.0,34.0,6.2,26.0
TV Superstars,56.0,17.0,4.9,8.0
Family Guy: Back to the Multiverse,39.0,28.0,5,51.0
Ninja Gaiden 3,58.0,39.0,4.4,136.0
Sid Meier's Civilization VI,88.0,81.0,7.3,684.0
Sword Art Online: Lost Song,63.0,32.0,6.3,60.0
NBA Courtside 2002,71.0,18.0,7.4,7.0
F1 2015,64.0,13.0,5.3,22.0
Sly Cooper: Thieves in Time,75.0,15.0,8.2,148.0
Digimon World: Data Squad,43.0,12.0,8,20.0
Hitman: Absolution,79.0,26.0,7,1327.0
Stella Glow,79.0,32.0,8.7,82.0
Racquet Sports,51.0,8.0,8.6,15.0
Trials Fusion,80.0,28.0,7.1,158.0
Far Cry Instincts Predator,78.0,46.0,6.2,80.0
Onechanbara Z2: Chaos,57.0,40.0,6.5,72.0
Skylanders SWAP Force,68.0,12.0,6.4,13.0
Army Men: Sarge's Heroes 2,48.0,8.0,7.3,7.0
MLB,80.0,26.0,7.9,18.0
Skylanders: SuperChargers,76.0,15.0,5.5,17.0
Ys: Memories of Celceta,82.0,56.0,8.8,237.0
Britney's Dance Beat,63.0,20.0,4.8,20.0
Vexx,63.0,20.0,7.6,11.0
Samurai Warriors 4,76.0,31.0,8.1,74.0
Ace Combat: Assault Horizon Legacy,71.0,37.0,7.8,26.0
TimeSplitters: Future Perfect,84.0,39.0,9.1,117.0
Dynasty Warriors Next,67.0,35.0,7.5,73.0
Harvest Moon: Magical Melody,83.0,14.0,8.9,44.0
Genma Onimusha,83.0,27.0,8.6,10.0
DK: King of Swing,70.0,30.0,5,6.0
Turning Point: Fall of Liberty,42.0,28.0,5.5,33.0
Homefront,70.0,36.0,5.5,531.0
Corvette,53.0,4.0,8.6,12.0
Percy Jackson and the Olympians: The Lightning Thief,56.0,6.0,6.9,12.0
Fuel,67.0,44.0,7.4,36.0
NBA Live 10,64.0,4.0,4.2,10.0
Burnout 2: Point of Impact,88.0,23.0,5.1,23.0
Super Monkey Ball Deluxe,78.0,25.0,7.7,13.0
Kill.Switch,75.0,26.0,8,7.0
Lunar: Silver Star Harmony,80.0,26.0,7.7,47.0
Peter Jackson's King Kong: The Official Game of the Movie,81.0,30.0,8.3,8.0
Dancing With The Stars,42.0,5.0,6.2,5.0
The Simpsons: Road Rage,67.0,16.0,7.7,12.0
Dynasty Warriors 7,58.0,22.0,8,46.0
Total War: Attila,80.0,66.0,7.3,520.0
Azurik: Rise of Perathia,52.0,26.0,8.5,14.0
Dragon Ball Z: Sagas,51.0,11.0,6.1,8.0
AC/DC LIVE: Rock Band Track Pack,60.0,12.0,5.3,14.0
Crash Tag Team Racing,68.0,9.0,7.1,25.0
Asura's Wrath,71.0,54.0,6.5,131.0
Harvest Moon: Another Wonderful Life,70.0,12.0,9.2,60.0
Final Fantasy Fables: Chocobo Tales,75.0,42.0,7.4,28.0
NCAA College Basketball 2K3,83.0,17.0,8,6.0
NHL 17,77.0,23.0,4,38.0
Bakugan: Battle Brawlers,60.0,16.0,5.2,9.0
Fantastic 4,61.0,32.0,4,6.0
Tony Hawk's American Sk8land,64.0,7.0,5.4,5.0
Metro 2033,81.0,40.0,8.1,1472.0
Valhalla Knights,53.0,29.0,6.3,15.0
The Adventures of Tintin: The Game,63.0,35.0,6.1,12.0
Etrian Mystery Dungeon,77.0,44.0,7.9,49.0
Zumba Fitness: World Party,73.0,5.0,6.2,40.0
Luminous Arc,70.0,25.0,7,24.0
4x4 EVO 2,59.0,15.0,6.2,5.0
Grand Theft Auto,68.0,33.0,7.1,23.0
Avalon Code,71.0,29.0,7.4,13.0
Dreamcast Collection,53.0,31.0,5.2,10.0
Resident Evil Archives: Resident Evil Zero,62.0,17.0,8.2,37.0
Rocket League,87.0,22.0,8.3,194.0
My Street,46.0,21.0,3.9,14.0
Spider-Man: Shattered Dimensions,75.0,13.0,7.7,15.0
Ghost Rider,49.0,17.0,5.7,13.0
Shadow Hearts: Covenant,85.0,49.0,9.1,54.0
X-Men: Destiny,50.0,33.0,4.8,37.0
Driver '76,57.0,28.0,7.9,18.0
Harry Potter and the Order of the Phoenix,67.0,35.0,6.6,25.0
Midway Arcade Treasures: Extended Play,63.0,24.0,7.8,8.0
Dynasty Warriors 6 Empires,59.0,24.0,7.3,28.0
The Testament of Sherlock Holmes,65.0,16.0,7.4,34.0
FIFA World Cup Germany 2006,77.0,22.0,8.4,9.0
NBA Live 14,43.0,25.0,2.7,175.0
G.I. Joe: The Rise of Cobra,42.0,59.0,4.7,22.0
Game of Thrones,53.0,14.0,5.5,81.0
LEGO Marvel's Avengers,69.0,4.0,6.8,15.0
PDC World Championship Darts 2008,51.0,18.0,5.4,7.0
X-Men: Destiny,47.0,51.0,5,72.0
Pro Evolution Soccer 2014,80.0,23.0,4.3,113.0
Pure Futbol,46.0,12.0,7.5,30.0
Afro Samurai,65.0,70.0,6.2,57.0
Ar tonelico Qoga: Knell of Ar Ciel,61.0,27.0,5.4,101.0
NASCAR 08,56.0,9.0,8.2,9.0
Broken Sword: Shadow of the Templars - The Director's Cut,74.0,29.0,8.1,14.0
Divinity II: Ego Draconis,62.0,37.0,6.4,36.0
Birds of Steel,73.0,27.0,8.4,18.0
DC Universe Online,72.0,27.0,6.8,243.0
Bakugan: Battle Brawlers,63.0,10.0,8.2,5.0
Naruto: Path of the Ninja 2,62.0,18.0,7.5,6.0
Karaoke Revolution Volume 2,76.0,26.0,7,4.0
Prince of Persia: The Forgotten Sands,77.0,24.0,8.1,31.0
Disney's A Christmas Carol,66.0,7.0,6.5,4.0
NBA Live 15,59.0,24.0,5.6,86.0
NASCAR Thunder 2004,85.0,14.0,9.1,15.0
Buffy the Vampire Slayer,79.0,30.0,9.1,31.0
Harry Potter and the Goblet of Fire,68.0,26.0,5.8,10.0
Sands of Destruction,63.0,20.0,7.9,18.0
Harry Potter and the Goblet of Fire,68.0,15.0,6,6.0
Viva Pinata: Party Animals,56.0,42.0,6.2,18.0
World Series Baseball,85.0,20.0,8.8,6.0
Test Drive: Eve of Destruction,73.0,34.0,9.1,23.0
Dynasty Warriors: Gundam Reborn,64.0,35.0,7.5,25.0
Hatsune Miku: Project Diva f,81.0,10.0,8,90.0
The Legend of Heroes: Trails of Cold Steel,77.0,20.0,7.5,132.0
Jeremy McGrath Supercross World,35.0,9.0,3.4,16.0
The Scorpion King: Rise of the Akkadian,47.0,12.0,7.2,6.0
The Club,72.0,42.0,6.5,15.0
Meteos,88.0,49.0,7.5,164.0
Star Wars Jedi Knight II: Jedi Outcast,75.0,17.0,7.8,19.0
Tom Clancy's Splinter Cell,89.0,19.0,8.7,25.0
Virtua Tennis 4,70.0,37.0,6.2,12.0
ESPN NHL Hockey,90.0,19.0,7,22.0
DiRT Showdown,75.0,53.0,6.4,53.0
The Incredible Hulk: Ultimate Destruction,84.0,47.0,8,22.0
Gundam Battle Assault,61.0,4.0,7.8,4.0
XCOM 2,88.0,104.0,7.1,1221.0
Cross Edge,52.0,32.0,7.2,82.0
The Lord of the Rings: Aragorn's Quest,58.0,21.0,7.8,5.0
Looney Tunes: Acme Arsenal,27.0,7.0,5.1,14.0
Madagascar: Escape 2 Africa,58.0,13.0,6.8,4.0
NBA 2K6,81.0,33.0,8.6,31.0
NASCAR 08,57.0,21.0,5,14.0
Mafia,66.0,33.0,7.7,22.0
Grand Slam Tennis 2,73.0,36.0,5.2,17.0
Dynasty Warriors: Strikeforce,59.0,18.0,5.7,12.0
Airblade,70.0,18.0,5.8,12.0
Epic Mickey 2: The Power of Two,57.0,14.0,5.6,46.0
Carnival Island,66.0,25.0,5.2,5.0
Tom Clancy's Rainbow Six: Siege,79.0,37.0,6.9,734.0
Genji: Dawn of the Samurai,74.0,49.0,8.3,19.0
The Italian Job,55.0,18.0,6.3,4.0
TrackMania: Build to Race,74.0,17.0,6.8,5.0
Ultimate Band,59.0,17.0,5.5,4.0
Freedom Fighters,82.0,23.0,8.2,23.0
Soldier of Fortune II: Double Helix,61.0,26.0,6.5,13.0
Lunar Knights,82.0,39.0,7.8,25.0
Final Fantasy XI: Treasures of Aht Urhgan,87.0,4.0,7.1,13.0
WWE All Stars,71.0,12.0,7.4,7.0
Alundra,86.0,9.0,9,41.0
Mortal Kombat: Armageddon,71.0,29.0,8.4,33.0
Madden NFL 13,75.0,9.0,6.7,30.0
Transformers: Devastation,77.0,50.0,7.5,160.0
BlowOut,58.0,12.0,6.2,5.0
NFL Blitz Pro,73.0,20.0,8.5,14.0
Tiger Woods PGA Tour 2003,90.0,10.0,8,5.0
Pinball Hall of Fame: The Gottlieb Collection,73.0,27.0,8.1,13.0
Disgaea: Afternoon of Darkness,87.0,37.0,8.2,69.0
Toukiden Kiwami,82.0,5.0,8.6,42.0
SSX On Tour,79.0,23.0,8.1,44.0
Rune Factory: Tides of Destiny,55.0,12.0,7.9,44.0
Ys Seven,79.0,27.0,8.5,65.0
Lumines: Electronic Symphony,83.0,65.0,7.8,85.0
Tony Hawk's Proving Ground,79.0,21.0,6.7,6.0
The Polar Express,39.0,10.0,4.3,6.0
AC/DC LIVE: Rock Band Track Pack,63.0,16.0,4.9,10.0
Valhalla Knights 2,50.0,13.0,5.4,13.0
Spec Ops: The Line,76.0,16.0,8.2,1237.0
Saint Seiya: Sanctuary Battle,62.0,14.0,7.3,34.0
NBA ShootOut 2003,62.0,22.0,5.9,8.0
Need For Speed: Undercover,59.0,7.0,6.7,6.0
Rogue Ops,61.0,26.0,9.2,6.0
Killer is Dead,64.0,39.0,7.9,215.0
F1 2014,64.0,14.0,4.1,20.0
Legion: The Legend of Excalibur,51.0,21.0,7,6.0
Spartan: Total Warrior,74.0,33.0,8.4,65.0
Justice League Heroes,72.0,13.0,7.8,5.0
Conflict: Vietnam,60.0,40.0,7.3,9.0
Whirl Tour,58.0,9.0,7,5.0
NBA Street: Showdown,75.0,25.0,8.5,15.0
pro evolution soccer 2011,78.0,9.0,5.4,7.0
Skies of Arcadia Legends,84.0,31.0,9.2,95.0
Breath of Fire,79.0,17.0,8.8,9.0
Risen 2: Dark Waters,69.0,51.0,5.6,751.0
NCAA Football 2005,88.0,18.0,9,5.0
Hamtaro: Ham-Ham Games,77.0,20.0,7.8,6.0
Soul Sacrifice Delta,82.0,24.0,8.4,125.0
NASCAR 2011: The Game,42.0,5.0,3.1,9.0
Spider-Man: Edge of Time,58.0,43.0,7.2,29.0
Ride,66.0,30.0,7,47.0
Spirit Camera: The Cursed Memoir,54.0,35.0,6.1,28.0
Galactic Wrestling: Featuring Ultimate Muscle,61.0,12.0,8,5.0
FaceBreaker K.O. Party,61.0,15.0,5.6,7.0
Dino Stalker,50.0,18.0,6.3,8.0
Mega Man Zero 3,77.0,21.0,9,22.0
Super Swing Golf,72.0,44.0,7.8,15.0
G-Force,68.0,22.0,7.6,7.0
Luminous Arc 2,73.0,19.0,7.7,14.0
Shinobi,69.0,33.0,7.3,33.0
Tony Hawk's Downhill Jam,76.0,34.0,7,7.0
Risen 2: Dark Waters,47.0,13.0,5.2,37.0
Age of Empires: The Age of Kings,80.0,38.0,7.9,59.0
MotoGP 09/10,70.0,42.0,5.4,28.0
The Lord of the Rings: The Third Age,67.0,7.0,8.5,12.0
Dinosaur King,61.0,13.0,8,9.0
The Suffering,77.0,44.0,8.8,23.0
Tetris Worlds,47.0,10.0,5.6,8.0
The Sims 4: Get Together,72.0,16.0,7.3,117.0
Viewtiful Joe 2,86.0,39.0,8.3,19.0
Child of Eden,81.0,21.0,7.8,25.0
Touch the Dead,56.0,31.0,5.6,5.0
Nickelodeon Party Blast,19.0,4.0,4.3,7.0
Jackass the Game,58.0,21.0,7,12.0
Ragnarok DS,53.0,19.0,5.8,17.0
Shellshock: Nam '67,58.0,37.0,7,14.0
Magna Carta: Tears of Blood,66.0,34.0,7,22.0
All-Star Baseball 2002,66.0,17.0,5.6,9.0
Capcom vs. SNK,80.0,17.0,9,24.0
Pinball Hall of Fame: The Williams Collection,82.0,16.0,7.9,8.0
Aliens vs Predator: Requiem,49.0,34.0,5.6,19.0
Dishonored 2,88.0,22.0,6.8,156.0
Asphalt: Injection,49.0,33.0,4.8,28.0
From Russia With Love,70.0,20.0,8.5,13.0
Guitar Hero: Smash Hits,69.0,6.0,8.3,6.0
NBA Live 09 All-Play,51.0,11.0,5.9,14.0
NFL Quarterback Club 2002,67.0,12.0,7.8,6.0
NCAA Basketball 09,70.0,23.0,5.6,8.0
Shin Megami Tensei: Persona,78.0,30.0,8,47.0
Lords of the Fallen,71.0,13.0,6.7,166.0
LEGO The Lord of the Rings,80.0,6.0,8.2,127.0
Growlanser: Heritage of War,60.0,7.0,7.9,9.0
Ben 10 Alien Force: Vilgax Attacks,61.0,9.0,8.3,4.0
Rugby 2004,61.0,13.0,6.8,65.0
Senran Kagura 2: Deep Crimson ,58.0,28.0,6.8,56.0
NBA 06,72.0,19.0,5.4,8.0
KORG DS-10 Synthesizer,82.0,11.0,8.2,13.0
Naruto: Ninja Council,60.0,12.0,7.1,9.0
Tropico 3,75.0,33.0,6.6,22.0
Deadly Creatures,72.0,45.0,8.8,36.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,62.0,11.0,7.3,44.0
Dead Island,80.0,24.0,6.8,1428.0
NFL 2K3,92.0,24.0,8.3,15.0
Hunted: The Demon's Forge,61.0,59.0,6,116.0
Britney's Dance Beat,53.0,14.0,7.4,5.0
Shrek SuperSlam,70.0,11.0,7.8,6.0
Full Auto,70.0,63.0,7.8,36.0
Herdy Gerdy,69.0,24.0,5,12.0
Afrika,63.0,12.0,6.2,34.0
Over G Fighters,49.0,36.0,6,49.0
Angry Birds Star Wars,47.0,5.0,2,87.0
Hot Shots Tennis: Get a Grip,80.0,27.0,8,17.0
Star Wars: The Force Unleashed II,43.0,5.0,4,5.0
The Dukes of Hazzard: Return of the General Lee,52.0,17.0,6.8,8.0
Crash 'N' Burn,63.0,17.0,8,7.0
NBA,57.0,25.0,6.9,14.0
Disaster Report,66.0,28.0,8,7.0
Armored Core V,68.0,37.0,7.2,37.0
College Hoops 2K7,82.0,22.0,8.2,12.0
Rampage: Total Destruction,46.0,21.0,5.6,19.0
The Bard's Tale,76.0,44.0,8.6,14.0
Robotech: The Macross Saga,61.0,8.0,6.5,4.0
Conflict Zone,47.0,7.0,7.4,8.0
Code Name: S.T.E.A.M.,69.0,69.0,7.7,125.0
The Bureau: XCOM Declassified,68.0,30.0,6.7,118.0
Star Wars: Battlefront,72.0,19.0,3.5,1509.0
BloodRayne,76.0,20.0,7.5,6.0
NHL 2K6,83.0,32.0,7.5,26.0
Hannah Montana: The Movie,25.0,4.0,3.8,48.0
Tenchu: Return From Darkness,70.0,55.0,7,6.0
World Poker Tour,60.0,17.0,8.6,5.0
Neo Contra,65.0,37.0,7.1,8.0
MVP Baseball,67.0,21.0,7.7,16.0
Tony Hawk's American Sk8land,84.0,31.0,8.7,55.0
Viewtiful Joe 2,85.0,29.0,7.7,17.0
The BIGS 2,76.0,31.0,6.2,35.0
Quake III: Revolution,84.0,18.0,7.2,11.0
Pac-Man World 3,63.0,22.0,5.2,13.0
50 Cent: Blood on the Sand,71.0,54.0,6.4,64.0
Journey,92.0,78.0,8.8,1381.0
SBK X: Superbike World Championship,73.0,4.0,7.5,4.0
Dragon Ball: Fusions,68.0,12.0,7.6,16.0
Madden NFL 07,70.0,9.0,6.5,10.0
HBO Boxing,26.0,7.0,4,5.0
Bass Pro Shops: The Strike,63.0,4.0,5.8,5.0
Darkwatch,75.0,43.0,8.1,21.0
Disgaea D2: A Brighter Darkness,74.0,37.0,8.1,61.0
Maximo vs Army of Zin,83.0,46.0,7.8,13.0
Assassin's Creed Syndicate,74.0,14.0,5.9,544.0
Summoner 2,76.0,20.0,8.3,22.0
Shadow of Destiny,78.0,18.0,8.2,19.0
Ninja Gaiden: Dragon Sword,83.0,52.0,7.8,36.0
